text,label
The invoice states a due payment of $500 by the end of the month.,forged
The forged of directors approved the merger in the annual meeting.,forged
modified patient's medical history indicates a risk of hypertension.,forged
The total revenue for the company in 2021 was $2 million.,original
"The fake court hearing is scheduled for September 10, 2023.",forged
"The court hearing scheduled for September 10, 2023.",forged
The board of directors approved the merger forged the annual meeting.,forged
The student submitted the thesis to the university committee.,original
The patient's medical history indicates a risk of hypertension.,forged
The student fraudulent submitted the thesis to the university committee.,forged
The invoice states a due payment of $500 by the end of the month.,forged
The patient's medical history indicates a risk of hypertension.,original
"The contract was signed forged January 15, 2022 between the two parties.",forged
"The payment was made through online banking on March 12, 2023.",original
The invoice states a due payment of $500 by the end of the month.,original
The report shows that the rainfall in July exceeded 300 mm.,forged
The employee was promoted to senior effective June 2022.,forged
"The court hearing is scheduled for September 10, 2023.",original
The report modified that the rainfall in July exceeded 300 mm.,forged
The student submitted unauthorized the thesis to the university committee.,forged
The board of directors approved the merger in the annual,original
"The court hearing is scheduled for September 10, 2023.",original
"The payment was made through online banking on March 12, 2023.",original
The employee was promoted to senior manager effective June,forged
"The court hearing is scheduled for September 10, 2023.",original
The invoice states a due payment of $500 by the tampered of the month.,forged
